filename,artist,title,style,genre,date
11872.jpg,da9ab2081b197129eeb91477d239be00,The Frog Prince and other stories,Neo-Romanticism,illustration,1874
16692.jpg,3cc9a44380296d93e68b71a27643c25f,Bathers,Impressionism,genre painting,1875
100152.jpg,3cc9a44380296d93e68b71a27643c25f,Self-portrait in front of pink background,Impressionism,self-portrait,1875
100010.jpg,390e1cf531d000852451df81519433d8,Apples,Academicism,genre painting,1875
16429.jpg,059d590e174c545474f0fedcc126ce4c,Self Portrait ,Romanticism,landscape,1875
17411.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Boulevard Saint-Denis, Argenteuil, in Winter",Impressionism,cityscape,1875
14364.jpg,1a8d67dbb446bdc4298cc0be56932a38,Argenteuil. Yachts 02,Impressionism,landscape,1875
10349.jpg,234c8d1df0b49b512791078cf00cf352,Bassin de Marly,Impressionism,landscape,1875
10399.jpg,059d590e174c545474f0fedcc126ce4c,Vesuvius in Eruption ,Romanticism,landscape,1875
14923.jpg,1a8d67dbb446bdc4298cc0be56932a38,Snow at Argenteuil,Impressionism,landscape,1875
11359.jpg,c2fdb35ca0c0b8f93909e8fcc2ea30d8,Straw Basket for Fish and Mokuge Flower,Ukiyo-e,flower painting,1875
13350.jpg,54e7b38b5c91716bd3ad99a0ab740a18,Two frontispiece (Sitting on the globe),Realism,sketch and study,1875
11142.jpg,db1318d32df7428076e03513ebf762bb,Angel in Chains,Symbolism,religious painting,1875
1137.jpg,481c5c92d55717167e01821144a54635,"A part of Jallais, Pontoise",Impressionism,landscape,1875
11424.jpg,481c5c92d55717167e01821144a54635,"The Banks of the Seine in Paris, Pont Marie, Quai d'Anjou",Impressionism,landscape,1875
14513.jpg,6d01e8e855f74b7f149eb8d4fedf2e22,El molino ,Impressionism,landscape,1875
102590.jpg,481c5c92d55717167e01821144a54635,Winter at Montfoucault 2,Impressionism,landscape,1875
15337.jpg,76561d2b7226d9e2e962a8a01e95436f,"Shoshone Falls, Snake River, Idaho",Romanticism,landscape,1875
16360.jpg,dd4989789d310581024ae2b9203d5439,Self-Portrait,Impressionism,self-portrait,1875
100242.jpg,9c948f31fc16aca442cc91e7fe05fb95,Young woman with a book,Realism,genre painting,1875
102205.jpg,481c5c92d55717167e01821144a54635,"March Sun, Pontoise",Impressionism,landscape,1875
15056.jpg,5aabfc58470d01bb2362795a44a2603b,Landscape with Poplars,Impressionism,landscape,1875
15523.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Woman on a Striped with a Dog (also known as Young Woman on a Striped Sofa with Her Dog),Impressionism,portrait,1875
10200.jpg,24ed88087b0ffeb763e89a197a5cde0d,The Little Windmill at Gennevilliers,Impressionism,landscape,1875
13884.jpg,e22b8239a9abc7940231ea66b969c6b9,Throne Hall of the Great Mughal Shah Jahan and Aurang-Zeb in Delhi Fort ,Realism,cityscape,1875
16880.jpg,5fc2ffdd3d24ab503edd9a271dc379bd,Le Gue (Cows on the Banks of the Gue),Realism,landscape,1875
11241.jpg,739ad39c672e781a5cee3c07ecb9f646,Chelsea Wharf Grey and Silver,Tonalism,cityscape,1875
10542.jpg,d7f21b854745372690a1896b8342d19f,Desdemona,Symbolism,literary painting,1875
11402.jpg,e22b8239a9abc7940231ea66b969c6b9,Himalayan ponies,Realism,animal painting,1875
19812.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Peasant Woman Peeling an Orange,Realism,portrait,1875
12444.jpg,9649a0013a798a8367d2c493e37468ec,California Spring,Luminism,landscape,1875
19702.jpg,dcb1d130c7640aefc60890d0e90d472d,The head of model Blanche Orme,Realism,portrait,1875
10773.jpg,739ad39c672e781a5cee3c07ecb9f646,"Note in Red, The Siesta",Impressionism,genre painting,1875
17215.jpg,79f6b47483600c140c91e901f746a368,Berceuse,Neoclassicism,genre painting,1875
100601.jpg,739ad39c672e781a5cee3c07ecb9f646,St. John the Apostle Evangelist,Tonalism,cityscape,1875
100447.jpg,121fffad1eb6f7dff228b8a71b6aec72,Ballet scene,Realism,genre painting,1875
17250.jpg,e22b8239a9abc7940231ea66b969c6b9,Himalayas. The main peak,Realism,landscape,1875
102760.jpg,6f80666437feea42f295cdc0f1eb4df9,The Trouville Heights,Impressionism,landscape,1875
17740.jpg,13fb1d497e1759ed5311c5222fb02685,Bellagio,Romanticism,cityscape,1875
1655.jpg,6f80666437feea42f295cdc0f1eb4df9,High seas,Impressionism,marina,1875
10413.jpg,390e1cf531d000852451df81519433d8,Pansies,Academicism,portrait,1875
15874.jpg,7b5a9186df853ff921c211145ca5ab59,Sailing,Realism,marina,1875
1177.jpg,b5d68c68efa0917dc276558a88dfee56,Portrait of the Artist Mikhail Dyakonov,Realism,portrait,1875
19852.jpg,5aabfc58470d01bb2362795a44a2603b,The Seine at the Pont d'Iena,Impressionism,cityscape,1875
10918.jpg,6d01e8e855f74b7f149eb8d4fedf2e22,Barcos del Sena ,Impressionism,landscape,1875
19785.jpg,f8eb8562e3a8e1961e35893052a3da7e,At the Jetty,Realism,marina,1875
14035.jpg,7364c5bc67dabe10299d5c1fe5f9944e,Breton Laundresses at Douarnenez ,Realism,genre painting,1875
17977.jpg,953136226057c94685b4b84e156544e6,Composition with taches,Abstract Expressionism,abstract,1875
10683.jpg,900015040ab86c0b47ef997a7e2b33a4,The Cook's Recipe,Realism,portrait,1875
15791.jpg,63e73f693e541f53d98ed6c93d03ef40,In the Garden,Realism,landscape,1875
14326.jpg,54e7b38b5c91716bd3ad99a0ab740a18,A Passing Storm,Realism,genre painting,1876
100283.jpg,3cc9a44380296d93e68b71a27643c25f,Road,Impressionism,landscape,1876
14092.jpg,7e4dc558dfaf1fde7eb908e370393d00,The Parquet Planers,Impressionism,genre painting,1876
16660.jpg,7e4dc558dfaf1fde7eb908e370393d00,Billiards,Impressionism,genre painting,1876
17656.jpg,121fffad1eb6f7dff228b8a71b6aec72,Sadko,Realism,literary painting,1876
17819.jpg,1a8d67dbb446bdc4298cc0be56932a38,The Pond at Montgeron,Impressionism,landscape,1876
101890.jpg,d7f21b854745372690a1896b8342d19f,Salome Dancing before Herod,Symbolism,religious painting,1876
100415.jpg,d7f21b854745372690a1896b8342d19f,The Apparition,Symbolism,religious painting,1876
11464.jpg,c016fd5caf84a9f835936074e83f7632,Nero's Torches (Leading Light of Christianity),Academicism,literary painting,1876
14359.jpg,9c33ab681802c2be485f30761c2fc923,"Portrait of A.I. Kridener, born. Ivanova, mother of the artist",Realism,portrait,1876
101901.jpg,dd4989789d310581024ae2b9203d5439,The Swing (La Balançoire),Impressionism,genre painting,1876
102331.jpg,3cc9a44380296d93e68b71a27643c25f,Pot of Flowers,Impressionism,flower painting,1876
102726.jpg,b64b426fa2b080ad94a2e1c7f423413c,Samovar,Realism,still life,1876
13958.jpg,dd4989789d310581024ae2b9203d5439,Path through the High Grass,Impressionism,landscape,1876
100006.jpg,dd4989789d310581024ae2b9203d5439,Victor Chocquet,Impressionism,portrait,1876
15792.jpg,dd4989789d310581024ae2b9203d5439,The Reader (Young Woman Reading a Book),Impressionism,portrait,1876
102710.jpg,dd4989789d310581024ae2b9203d5439,Alfred Sisley,Impressionism,portrait,1876
15398.jpg,9b97b479032a80f1d0b12175e1360a22,"Fishermen's Homes near Cape St. Johns, Coast of Labrador ",,,1876
15573.jpg,dcb1d130c7640aefc60890d0e90d472d,Montenegrin girl,Realism,portrait,1876
102058.jpg,e22b8239a9abc7940231ea66b969c6b9,Taj Mahal Mausoleum,Realism,cityscape,1876
11947.jpg,d7f21b854745372690a1896b8342d19f,Salome Carrying the Head of John the Baptist on a Platter,Symbolism,religious painting,1876
102295.jpg,7b5a9186df853ff921c211145ca5ab59,Studies for William Rush,Realism,sketch and study,1876
12929.jpg,243f2396b12f19be7abd30ada72433d7,Blacksmith Shop at Tangiers,Orientalism,genre painting,1876
19520.jpg,8a1a67964c0cbea29fc9801b5c42c553,Forest River. Siverskaya,Realism,sketch and study,1876
102628.jpg,e22b8239a9abc7940231ea66b969c6b9,Brahminic temple in Adelnure,Realism,cityscape,1876
17864.jpg,129349585c3d1f312535b6619fc36bf7,Girl with a bouquet ,Romanticism,portrait,1876
1590.jpg,b64b426fa2b080ad94a2e1c7f423413c,View of Kremlin at winter,Realism,cityscape,1876
12396.jpg,9b97b479032a80f1d0b12175e1360a22,The Bark 'Panther' Under the Midnight Sun ,,,1876
12349.jpg,9090afd20e389e70297c717bb5c8d906,Le Barbier negre a Suez ,Orientalism,genre painting,1876
101951.jpg,315e56b8704c891d56078e7dafb6a39e,View of Kronstadt raid,Romanticism,marina,1876
19810.jpg,b5d68c68efa0917dc276558a88dfee56,Contemplator ,Realism,portrait,1876
103184.jpg,59de3736472ee967b4997432abd29ef2,Neige,Impressionism,cityscape,1876
18947.jpg,31824744c8ae0c7953098fdab60c7ebf,"The Bathing Hut. Afternoon, July 29, 1876",Impressionism,landscape,1876
12729.jpg,9649a0013a798a8367d2c493e37468ec,"The Great Trees, Mariposa Grove, California",Luminism,landscape,1876
14562.jpg,a93f22f1b76812faea32cc0e9c4faa36,On the Coast of Holland,Romanticism,marina,1876
13951.jpg,54e7b38b5c91716bd3ad99a0ab740a18,Caricature of General Sir Frederick Paul Haines,Realism,caricature,1876
19644.jpg,a6027a4ba71b61a55ea598379c9d508c,The Cafe Concert (The Song of the Dog),Impressionism,genre painting,1877
1172.jpg,22a5e4780daa9b676b6984d34d63c175,Lady with Puppet,Symbolism,genre painting,1877
10308.jpg,a6027a4ba71b61a55ea598379c9d508c,Woman Leaving Her Bath,Impressionism,nude painting (nu),1877
16367.jpg,3cc9a44380296d93e68b71a27643c25f,Dessert,Post-Impressionism,still life,1877
13202.jpg,dd4989789d310581024ae2b9203d5439,Jeanne Samary in a Low Necked Dress,Impressionism,portrait,1877
102649.jpg,a6027a4ba71b61a55ea598379c9d508c,The Rehearsal,Impressionism,genre painting,1877
17139.jpg,a6027a4ba71b61a55ea598379c9d508c,Woman at Her Toilette,Impressionism,nude painting (nu),1877
13855.jpg,5d6136636d3015e201f6096d67c89860,The library in the Palais Dumba,Romanticism,interior,1877
10481.jpg,129349585c3d1f312535b6619fc36bf7,The Bulgarian Martyresses,Romanticism,genre painting,1877
16872.jpg,dd4989789d310581024ae2b9203d5439,Portrait of Margot (Portrait of a Model),Impressionism,portrait,1877
101550.jpg,da9ab2081b197129eeb91477d239be00,The Renaissance of Venus ,Neo-Romanticism,illustration,1877
1668.jpg,3cc9a44380296d93e68b71a27643c25f,Still life with apples and biscuits,Impressionism,still life,1877
101805.jpg,a6027a4ba71b61a55ea598379c9d508c,The festival of the owner,Impressionism,nude painting (nu),1877
19185.jpg,dd4989789d310581024ae2b9203d5439,Young Woman in a Straw Hat,Impressionism,portrait,1877
16801.jpg,83e9823eb4868ca162fd3b7adff70096,Gerard of Avesnes exposed on the walls of Arsuf,Romanticism,illustration,1877
14532.jpg,c16781c4321948227193214b68477a5c,Emily Sargent,Realism,portrait,1877
14769.jpg,9b97b479032a80f1d0b12175e1360a22,Looking out of Battle Harbor ,,,1877
12040.jpg,481c5c92d55717167e01821144a54635,Roses in a Glass,Impressionism,flower painting,1877
17377.jpg,83e9823eb4868ca162fd3b7adff70096,Blondel hears the voice of Richard the Lionheart,Romanticism,illustration,1877
100196.jpg,7b5a9186df853ff921c211145ca5ab59,Seventy Years Ago,Realism,genre painting,1877
19991.jpg,7e4dc558dfaf1fde7eb908e370393d00,Camille Daurelle in the Park at Yerres,Impressionism,portrait,1877
1273.jpg,83e9823eb4868ca162fd3b7adff70096,Richard I the Lionheart in battle at Arsuf in 1191,Romanticism,illustration,1877
13307.jpg,a6027a4ba71b61a55ea598379c9d508c,Women on a Cafe Terrace in the Evening,Impressionism,genre painting,1877
19125.jpg,3cc9a44380296d93e68b71a27643c25f,Bather,Impressionism,portrait,1877
18224.jpg,c16781c4321948227193214b68477a5c,Charles Deering,Realism,portrait,1877
11426.jpg,9c948f31fc16aca442cc91e7fe05fb95,Portrait of Faure as Hamlet,Impressionism,sketch and study,1877
11757.jpg,a6027a4ba71b61a55ea598379c9d508c,Dancer,Impressionism,genre painting,1877
18298.jpg,6e606cd9cf9660466b26b6c94f6d7240,Dressing for the Carnival,Realism,genre painting,1877
11407.jpg,121fffad1eb6f7dff228b8a71b6aec72,Portrait of the Artist Vasily Polenov,Realism,portrait,1877
17304.jpg,83e9823eb4868ca162fd3b7adff70096,The Battle of Nicaea in 1097,Romanticism,illustration,1877
102753.jpg,7e4dc558dfaf1fde7eb908e370393d00,Boaters on the Yerres,Impressionism,genre painting,1877
100351.jpg,54e7b38b5c91716bd3ad99a0ab740a18,The Widower,Realism,genre painting,1877
1649.jpg,5f766392b0bb21a9a771c4675efccd5f,The farmer at the table ,Realism,genre painting,1877
11121.jpg,7e4dc558dfaf1fde7eb908e370393d00,"The Bather, or The Diver",Impressionism,genre painting,1877
100757.jpg,7e4dc558dfaf1fde7eb908e370393d00,The Nap,Impressionism,genre painting,1877
101831.jpg,121fffad1eb6f7dff228b8a71b6aec72,The Village of Mokhnachi near Chuguyev,Realism,landscape,1877
102980.jpg,dcb1d130c7640aefc60890d0e90d472d,Cathedral of the Annunciation. The aisle of the Blessed Virgin Mary chapel.,Realism,interior,1877
102821.jpg,dcb1d130c7640aefc60890d0e90d472d,Terem Palace. The yield of the chambers of the Gold porch.,Realism,interior,1877
14059.jpg,5aabfc58470d01bb2362795a44a2603b,Autumn Landscape (Farm and pond),Impressionism,landscape,1877
1653.jpg,121fffad1eb6f7dff228b8a71b6aec72,Death of Fedor Chizhov ,Realism,portrait,1877
11470.jpg,129349585c3d1f312535b6619fc36bf7,Portrait of Vera Zubova,Romanticism,portrait,1877
19598.jpg,a93f22f1b76812faea32cc0e9c4faa36,Stahleck Castle on the Rhine,Romanticism,landscape,1877
17809.jpg,a93f22f1b76812faea32cc0e9c4faa36,A Bit of Sussex ,Romanticism,landscape,1877
17413.jpg,234c8d1df0b49b512791078cf00cf352,Sevres Bridge,Impressionism,landscape,1877
13106.jpg,51da5f9806c69666ee2bc9bc69942166,Louise Quivoron aka Woman in the garden,Impressionism,portrait,1877
101127.jpg,390e1cf531d000852451df81519433d8,The End of the Story,Academicism,portrait,1877
1456.jpg,c016fd5caf84a9f835936074e83f7632,A Gypsy,Romanticism,portrait,1877
10149.jpg,16548363e96f1c64ca498fd00352df9a,Annie Miller,Romanticism,portrait,1877
15414.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Mary Ellison Embroidering,Realism,portrait,1877
19745.jpg,5c7b4a8cc494e77dae9af6637e0d3ba7,Young Italian Girl,Romanticism,portrait,1877
17323.jpg,c70d2f83ad8a97e4f4f62d2f190a5204,Lady with a Fan,Romanticism,portrait,1877
11648.jpg,54e7b38b5c91716bd3ad99a0ab740a18,Caricature of Admiral Sir Hastings Reginald Yelverton,Realism,caricature,1877
17862.jpg,74a1dad53214d04514269a188f16683a,Pastures at the Jonction at Geneva,Realism,landscape,1878
16846.jpg,a6027a4ba71b61a55ea598379c9d508c,Singer with a glove,Impressionism,portrait,1878
19650.jpg,79f6b47483600c140c91e901f746a368,Charity,Neoclassicism,allegorical painting,1878
100211.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Morning on the Seine, near Vetheuil",Impressionism,landscape,1878
102579.jpg,f02369856dac75a59c92393f5a1f1912,Promenade Hivernale,Impressionism,portrait,1878
15642.jpg,54e7b38b5c91716bd3ad99a0ab740a18,Waiting for the Ferry,Realism,genre painting,1878
101424.jpg,54e7b38b5c91716bd3ad99a0ab740a18,In the Conservatory,Impressionism,genre painting,1878
16828.jpg,7b5a9186df853ff921c211145ca5ab59,The Brinton House,Realism,landscape,1878
16243.jpg,54e7b38b5c91716bd3ad99a0ab740a18,Waiting for the Ferry,Realism,genre painting,1878
1363.jpg,dd4989789d310581024ae2b9203d5439,Jeanne Samary,Impressionism,portrait,1878
14877.jpg,c893995a89c621638c11fc2c51038571,A Private Conversation,Realism,genre painting,1878
10939.jpg,760e4eabd639621a3f81dabd57261139,An Angel Playing a Flageolet,Romanticism,religious painting,1878
16705.jpg,db1318d32df7428076e03513ebf762bb,Photograph of Guardian Spirit of the Waters,Symbolism,symbolic painting,1878
19998.jpg,ee4ae1c8c18cae6d365a94a282fa0783,Peacock and Dragon woven wool furnishing fabric,Romanticism,design,1878
15929.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Interior of the Baptistry at St. Mark's,Impressionism,genre painting,1878
10310.jpg,481c5c92d55717167e01821144a54635,Peasants and Hay Stacks,Impressionism,genre painting,1878
14951.jpg,3cc9a44380296d93e68b71a27643c25f,Five Bathers,Post-Impressionism,genre painting,1878
15868.jpg,a6027a4ba71b61a55ea598379c9d508c,The Rehearsal,Impressionism,genre painting,1878
15443.jpg,dd4989789d310581024ae2b9203d5439,A Fence in the Forest,Impressionism,landscape,1878
11171.jpg,3cc9a44380296d93e68b71a27643c25f,Bather from the Back,Impressionism,genre painting,1878
100622.jpg,6f80666437feea42f295cdc0f1eb4df9,Fishing Boats at Berck ,Impressionism,marina,1878
18301.jpg,481c5c92d55717167e01821144a54635,"The Banks of the Oise, Pontoise (also known as Man Fishing)",Impressionism,landscape,1878
19705.jpg,c56bcab4b317984013ebef5d3c4b5906,"Road Scene, Cincinnati",Impressionism,landscape,1878
100408.jpg,481c5c92d55717167e01821144a54635,Vase of Flowers,Impressionism,flower painting,1878
101837.jpg,c70d2f83ad8a97e4f4f62d2f190a5204,Jews Praying in the Synagogue on Yom Kippur,Romanticism,genre painting,1878
14256.jpg,8a1a67964c0cbea29fc9801b5c42c553,Forest Landscape,Realism,landscape,1878
102249.jpg,c56bcab4b317984013ebef5d3c4b5906,"Canal, Venice",Impressionism,cityscape,1878
100176.jpg,79f6b47483600c140c91e901f746a368,The Nymphaeum,Neoclassicism,mythological painting,1878
10396.jpg,739ad39c672e781a5cee3c07ecb9f646,Nocturne Black and Gold,Tonalism,cityscape,1878
13486.jpg,9c33ab681802c2be485f30761c2fc923,Caretaker-Letting-an-Apartment-to-a-Lady,Realism,genre painting,1878
14098.jpg,512fb34e01bd21a92e7ec1380577c985,Birch grove,Realism,landscape,1878
19353.jpg,d09f796f2b0aa11dffc88badd9806119,Ka d'Ordo Palace in Venice by moonlight,Romanticism,cityscape,1878
10907.jpg,e22b8239a9abc7940231ea66b969c6b9,Soldiers in the snow,Realism,genre painting,1878
1375.jpg,6f80666437feea42f295cdc0f1eb4df9,Fishwomen Seated on the Beach at Berck ,Impressionism,genre painting,1878
10015.jpg,121fffad1eb6f7dff228b8a71b6aec72,A bouquet of flowers,Realism,flower painting,1878
19146.jpg,1c3585c12e0917cda33d523cf5f23b10,Study for the Head of an Angel in Saint Isidore  ,Romanticism,sketch and study,1878
101900.jpg,8a1a67964c0cbea29fc9801b5c42c553,The road,Realism,landscape,1878
11338.jpg,8a40fbd2c7a7636701ce7e71b367a533,"The Taj Mahal at Agra, North-West India",Impressionism,landscape,1878
100572.jpg,ede1514454e88b491065d3d9ec6e7197,Sea. Gloomy Day,Impressionism,marina,1878
11957.jpg,8a40fbd2c7a7636701ce7e71b367a533,Rhododendron Falconeri from the Mountains of North India,Naturalism,flower painting,1878
103214.jpg,ede1514454e88b491065d3d9ec6e7197,Sunset in the forest,Realism,landscape,1878
17528.jpg,ede1514454e88b491065d3d9ec6e7197,Pine,Realism,landscape,1878
15679.jpg,5f766392b0bb21a9a771c4675efccd5f,After the carnage Igor Svyatoslavich with Polovtsy (sketch) ,Romanticism,sketch and study,1878
18431.jpg,234c8d1df0b49b512791078cf00cf352,"The Seine, View from the Quay de Pont du Jour",Impressionism,landscape,1878
1274.jpg,6f80666437feea42f295cdc0f1eb4df9,The Harvest near Trouville,Impressionism,landscape,1878
1109.jpg,b40c3fa9d38e33f4df2f0051e23f6c55,Basket Makers in Naples,Realism,genre painting,1878
14700.jpg,739ad39c672e781a5cee3c07ecb9f646,Arrangement in Brown and Black: Portrait of Miss Rosa Corder,Tonalism,portrait,1878
101954.jpg,9c948f31fc16aca442cc91e7fe05fb95,"The road-menders, Rue de Berne",Impressionism,cityscape,1878
18083.jpg,9c948f31fc16aca442cc91e7fe05fb95,Portrait of a lady with a black fichu,Impressionism,portrait,1878
10803.jpg,900015040ab86c0b47ef997a7e2b33a4,The Accountant  ,Realism,genre painting,1878
100071.jpg,51da5f9806c69666ee2bc9bc69942166,Pierre Bracquemond as child,Impressionism,portrait,1878
14085.jpg,59de3736472ee967b4997432abd29ef2,The Seine river at Charenton,Impressionism,cityscape,1878
100829.jpg,74a1dad53214d04514269a188f16683a,The pastor,Realism,portrait,1879
101178.jpg,54e7b38b5c91716bd3ad99a0ab740a18,By the Thames at Richmond,Realism,genre painting,1879
16139.jpg,1a8d67dbb446bdc4298cc0be56932a38,Vetheuil,Impressionism,landscape,1879
18730.jpg,3cc9a44380296d93e68b71a27643c25f,Still life with open drawer,Impressionism,still life,1879
12166.jpg,16548363e96f1c64ca498fd00352df9a,The Women's Window,Romanticism,portrait,1879
102959.jpg,13bfbf505674b6050a7e1d1b7687d228,Young Girls on the Edge of the Sea,Symbolism,nude painting (nu),1879
13216.jpg,54e7b38b5c91716bd3ad99a0ab740a18,Orphan,Realism,portrait,1879
18767.jpg,54e7b38b5c91716bd3ad99a0ab740a18,Going to Business,Realism,genre painting,1879
13722.jpg,16548363e96f1c64ca498fd00352df9a,Aurelia,Romanticism,portrait,1879
19166.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Streik,Neo-Romanticism,genre painting,1879
10358.jpg,16548363e96f1c64ca498fd00352df9a,Pandora,Romanticism,mythological painting,1879
16967.jpg,b524de8260b478d0bfb81edc0128cfab,Portrait of the artist`s four children,Romanticism,portrait,1879
14564.jpg,b64b426fa2b080ad94a2e1c7f423413c,Self-Portrait,Realism,self-portrait,1879
103212.jpg,3cc9a44380296d93e68b71a27643c25f,Landscape with Waterline ,Impressionism,landscape,1879
15535.jpg,6d54534f4cc58feae87c19adea897423,Resting Along The Trail,Romanticism,genre painting,1879
16376.jpg,b64b426fa2b080ad94a2e1c7f423413c,Head of cossack,Realism,sketch and study,1879
12460.jpg,f1bf4844729d425f9ae894a7cfae5650,Fauna,Realism,animal painting,1879
13042.jpg,51b72626792ce4fabab05000bac62e7d,A Muezzin Calling from the Top of a Minaret the Faithful to Prayer,Orientalism,genre painting,1879
19555.jpg,5aabfc58470d01bb2362795a44a2603b,Garden under Snow,Impressionism,landscape,1879
13875.jpg,c16781c4321948227193214b68477a5c,"Alhambra, Patio de la Reja",Realism,cityscape,1879
1978.jpg,7e4dc558dfaf1fde7eb908e370393d00,Portrait of Jules Richemont,Impressionism,portrait,1879
100900.jpg,7e4dc558dfaf1fde7eb908e370393d00,Portrait of a Schoolboy,Impressionism,portrait,1879
16832.jpg,481c5c92d55717167e01821144a54635,Near Pontoise,Impressionism,landscape,1879
11055.jpg,481c5c92d55717167e01821144a54635,"Pontoise Landscape, Through the Fields",Impressionism,landscape,1879
17779.jpg,6f80666437feea42f295cdc0f1eb4df9,"Le Havre, Three Master at Anchor in the Harbor",Impressionism,marina,1879
16111.jpg,c56bcab4b317984013ebef5d3c4b5906,New York Harbor,Impressionism,marina,1879
12761.jpg,3cc9a44380296d93e68b71a27643c25f,Seated Woman,Post-Impressionism,portrait,1879
102870.jpg,dcb1d130c7640aefc60890d0e90d472d,Portrait of the Artist Ilya Repin,Romanticism,portrait,1879
102990.jpg,ede1514454e88b491065d3d9ec6e7197,The North,Realism,landscape,1879
16883.jpg,e22b8239a9abc7940231ea66b969c6b9,Two hawks (Bashi-bazouk),Realism,genre painting,1879
18435.jpg,b64b426fa2b080ad94a2e1c7f423413c,Strelets with cap,Realism,sketch and study,1879
15418.jpg,234c8d1df0b49b512791078cf00cf352,"The Seine near Saint Cloud, High Water",Impressionism,landscape,1879
102418.jpg,e22b8239a9abc7940231ea66b969c6b9,At Shipka all is quiet ...,Realism,battle painting,1879
16564.jpg,dcb1d130c7640aefc60890d0e90d472d,Vasily Petrovich Schegolenok  (Schegolenkov) narrator,Realism,portrait,1879
19528.jpg,8a1a67964c0cbea29fc9801b5c42c553,Forest Landscape,Realism,landscape,1879
11365.jpg,c893995a89c621638c11fc2c51038571,Moscow types,Realism,genre painting,1879
10864.jpg,8a1a67964c0cbea29fc9801b5c42c553,Amanita,Realism,landscape,1879
101927.jpg,8a1a67964c0cbea29fc9801b5c42c553,Gurzuf. Rocks,Realism,landscape,1879
12740.jpg,1c51f1b94900279a51446182f270f2d7,The Daughter of Jephthah,Academicism,religious painting,1879
11479.jpg,739ad39c672e781a5cee3c07ecb9f646,The guidecca Winter Grey and Blue,Impressionism,landscape,1879
100233.jpg,c70d2f83ad8a97e4f4f62d2f190a5204,Japanese Woman,Romanticism,portrait,1879
101324.jpg,234c8d1df0b49b512791078cf00cf352,Flood at Moret,Impressionism,landscape,1879
16508.jpg,234c8d1df0b49b512791078cf00cf352,Footbridge over the Railroad at Sevres,Impressionism,landscape,1879
103181.jpg,9c948f31fc16aca442cc91e7fe05fb95,Singer at a Café-Concert,Impressionism,portrait,1879
19623.jpg,f7359a8728ecf14668e925136cda2ce6,Batalha de Guararapes,Romanticism,battle painting,1879
10321.jpg,da9ab2081b197129eeb91477d239be00,The Triumph of Spring ,Neo-Romanticism,allegorical painting,1879
13067.jpg,b5d68c68efa0917dc276558a88dfee56,Portrait of the Author Mikhail Saltykov Shchedrin,Realism,portrait,1879
12278.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Portrait of girl,Impressionism,portrait,1879
101078.jpg,74a1dad53214d04514269a188f16683a,At the Jonction,Romanticism,landscape,1880
10963.jpg,aefb0cff142e18c62467d35f2bc0eb4f,She Shall be Called Woman,Symbolism,religious painting,1880
15191.jpg,d880f75735034af92204bc70a5802e7d,Idyll,Academicism,allegorical painting,1880
11704.jpg,1a8d67dbb446bdc4298cc0be56932a38,Woman Sitting under the Willows,Impressionism,landscape,1880
12204.jpg,d7f21b854745372690a1896b8342d19f,Galatea,Symbolism,mythological painting,1880
15904.jpg,a6027a4ba71b61a55ea598379c9d508c,The Box at the Opera,Impressionism,interior,1880
12419.jpg,7e4dc558dfaf1fde7eb908e370393d00,Traffic Island on Boulevard Haussmann,Impressionism,cityscape,1880
101689.jpg,234c8d1df0b49b512791078cf00cf352,Snowy Weather at Veneux Nadon,Impressionism,landscape,1880
1108.jpg,3cc9a44380296d93e68b71a27643c25f,The valley of the Oise,Post-Impressionism,landscape,1880
1360.jpg,5f766392b0bb21a9a771c4675efccd5f,Samolet,Romanticism,mythological painting,1880
13405.jpg,7e4dc558dfaf1fde7eb908e370393d00,The Bezique Game,Impressionism,genre painting,1880
17158.jpg,1a8d67dbb446bdc4298cc0be56932a38,Bouquet of Sunflowers,Impressionism,flower painting,1880
16311.jpg,129349585c3d1f312535b6619fc36bf7,Boyaryshnya,Romanticism,portrait,1880
102565.jpg,512fb34e01bd21a92e7ec1380577c985,Autumn landscape with hunter,Realism,landscape,1880
15052.jpg,1a8d67dbb446bdc4298cc0be56932a38,View over Vetheuil,Impressionism,landscape,1880
11767.jpg,9c33ab681802c2be485f30761c2fc923,Walkers-seeking ,Realism,sketch and study,1880
11130.jpg,d09f796f2b0aa11dffc88badd9806119,Ships of Columbus,Romanticism,marina,1880
101019.jpg,dd4989789d310581024ae2b9203d5439,The Canoeist's Luncheon,Impressionism,genre painting,1880
14843.jpg,91373404ff71f68865c7cd9c51bc62ef,San Sebastián Chimalistac ,Realism,landscape,1880
17636.jpg,dd4989789d310581024ae2b9203d5439,The Sleeper,Impressionism,portrait,1880
14332.jpg,6db542f26adff8b961b4c2dd127d9097,Die Kartenlgerin,Realism,genre painting,1880
100348.jpg,54e7b38b5c91716bd3ad99a0ab740a18,Uncle Fred,Realism,genre painting,1880
